itemLabel,genderLabel,summary,new_occ
Gaston Lavrillier,male,"André Henri Lavrillier (May 7, 1885- January 28, 1958) was a French medalist. He won the Prix de Rome for engraving in 1914. André Lavrillier studied at the Beaux-Arts de Paris in the workshops of Jules Chaplain (1839-1909), Frédéric de Vernon (1858-1912) and Auguste Patey (1855-1930). André Lavrillier won a Second Grand Prix de Rome in 1911, and a Premier Grand Prix de Rome in 1914. He married the Romanian sculptor Margaret Cossaceanu (1893-1980). They are the parents of photographer Carol-Marc Lavrillier (born in 1933). André Lavrillier is the author of numerous French medals and coins. He is the older brother of Gaston Lavrillier.",medalist
Gaston Lavrillier,male,"André Henri Lavrillier (May 7, 1885- January 28, 1958) was a French medalist. He won the Prix de Rome for engraving in 1914. André Lavrillier studied at the Beaux-Arts de Paris in the workshops of Jules Chaplain (1839-1909), Frédéric de Vernon (1858-1912) and Auguste Patey (1855-1930). André Lavrillier won a Second Grand Prix de Rome in 1911, and a Premier Grand Prix de Rome in 1914. He married the Romanian sculptor Margaret Cossaceanu (1893-1980). They are the parents of photographer Carol-Marc Lavrillier (born in 1933). André Lavrillier is the author of numerous French medals and coins. He is the older brother of Gaston Lavrillier.", sculptor
Gaston Lavrillier,male,"André Henri Lavrillier (May 7, 1885- January 28, 1958) was a French medalist. He won the Prix de Rome for engraving in 1914. André Lavrillier studied at the Beaux-Arts de Paris in the workshops of Jules Chaplain (1839-1909), Frédéric de Vernon (1858-1912) and Auguste Patey (1855-1930). André Lavrillier won a Second Grand Prix de Rome in 1911, and a Premier Grand Prix de Rome in 1914. He married the Romanian sculptor Margaret Cossaceanu (1893-1980). They are the parents of photographer Carol-Marc Lavrillier (born in 1933). André Lavrillier is the author of numerous French medals and coins. He is the older brother of Gaston Lavrillier.", painter
Jean Lehmann,male,"Lehmann is a German surname.

",sculptor
Jean Lehmann,male,"Lehmann is a German surname.

", painter
Harry Mathes,male,"Harry A. Mathes (1882–1969) was an American painter in the New York art scene from the early 20th century until his death in 1969.  He was a graduate of the Chicago Art Institute. He had additional training in Paris, London, Munich and Italy between the wars (and with Hans Hofmann). He settled in New York City living most of his life in Greenwich Village and he was a frequent exhibitor at the Lynn Kottler and Pietrantonio galleries and at juried shows.  His stylistic repertoire encompassed post-impressionism, cubism and abstract expressionism.  Mathes had a lifetime membership in the New York Art Students' League, where he studied over several decades.  Pre-1950s colleagues include Sigmund Menkes, Yasuo Kuniyoshi, Nahum Tschacbasov, and others.  Midwestern artist Joe Jones credits Mathes for ""training"" him during a brief residence in St. Louis as one of the ""Blue Lantern""  waterfront group in the early 1920s.  Mathes was reviewed in the New York Times and the Herald Tribune, and is listed in Who Was Who in American Art.  The recipient of numerous awards and prizes, he was photographed by Paul Juley in the 1950s and 60s and exhibited at the National Museum of American Art as part of the Peter Juley and Son Collection documenting American artists, which currently resides in the archive of the Museum of American Art, the Smithsonian Institution.",painter
Francis Pasquier,male,"Sir Francis Henry Laking, 1st Baronet,  (9 January 1847 – 21 May 1914) was an English physician who was Surgeon-Apothecary in Ordinary to Queen Victoria, and Physician-in-Ordinary to King Edward VII and King George V.",painter
Eugene Biel-Bienne,male,Eugene Biel-Bienne (1902–1969) was an Austrian-born American painter.,painter
Jean Chaperon,male,"A Chaperon ( or ; Middle French: chaperon) was a form of hood or, later, highly versatile hat worn in all parts of Western Europe in the Middle Ages. Initially a utilitarian garment, it first grew a long partly decorative tail behind called a liripipe, and then developed into a complex, versatile and expensive headgear after what was originally the vertical opening for the face began to be used as a horizontal opening for the head.  It was especially fashionable in mid-15th century Burgundy, before gradually falling out of fashion in the late 15th century and returning to its utilitarian status.  It is the most commonly worn male headgear in Early Netherlandish painting, but its complicated construction is often misunderstood.",caricaturist
Jean Chaperon,male,"A Chaperon ( or ; Middle French: chaperon) was a form of hood or, later, highly versatile hat worn in all parts of Western Europe in the Middle Ages. Initially a utilitarian garment, it first grew a long partly decorative tail behind called a liripipe, and then developed into a complex, versatile and expensive headgear after what was originally the vertical opening for the face began to be used as a horizontal opening for the head.  It was especially fashionable in mid-15th century Burgundy, before gradually falling out of fashion in the late 15th century and returning to its utilitarian status.  It is the most commonly worn male headgear in Early Netherlandish painting, but its complicated construction is often misunderstood.", painter
